,Name,Price,Make,Model,Fuel Type,Odometer,Colour,Engine Size ( in Litres),Transmission,Body Type,Manufacturing Year,County,Owners,Doors,Tax Expiry,NCT Expiry,Link
498,AUDI E-TRON,"€89,900",AUDI,E-TRON,Petrol,"53,050",Grey,1.0,Manual,Estate,2022,Kilkenny,1,5,Feb-2023,Jan-2025,http://www.cars.ie/used-cars/AUDI-E-TRON-2022-Kilkenny-1734857
499,VOLKSWAGEN GOLF,"€21,400",VOLKSWAGEN,GOLF,Diesel,"48,131",Black,1.6,Manual,SUV,2021,Kilkenny,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2021-Kilkenny-1734827
500,HYUNDAI TUCSON,"€34,400",HYUNDAI,TUCSON,Diesel,"48,131",Black,1.6,Manual,SUV,2021,Kilkenny,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2021-Kilkenny-1734828
501,HYUNDAI TUCSON,"€34,400",HYUNDAI,TUCSON,Diesel,"49,239",Black,1.5,Manual,SUV,2021,Kilkenny,1,5,Oct-2022,Jul-2025,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2021-Kilkenny-1734826
502,PEUGEOT 5008,"€40,995",PEUGEOT,5008,Petrol,"45,073",Grey,1.0,Manual,MPV,2021,Waterford,1,4,Jun-2023,Jul-2025,http://www.cars.ie/used-cars/PEUGEOT-5008-2021-Waterford-1734824
503,FORD PUMA,"€23,900",FORD,PUMA,Petrol,"32,147",Grey,2.0,Automatic,Saloon,2021,Kilkenny,1,4,Jan-2022,Jan-2025,http://www.cars.ie/used-cars/FORD-PUMA-2021-Kilkenny-1734825
504,BMW 5 SERIES,"€51,900",BMW,5,Petrol,"3,825",Red,1.0,Manual,SUV,2021,Cork,1,5,Sep-2022,Jan-2026,http://www.cars.ie/used-cars/BMW-5-SERIES-2021-Cork-1734856
505,RENAULT CAPTUR,"€29,990",RENAULT,CAPTUR,Petrol,"14,568",Orange,1.0,Manual,SUV,2022,Dublin,2,5,Oct-2022,Feb-2025,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2022-Dublin-1734823
506,RENAULT CAPTUR,"€25,990",RENAULT,CAPTUR,Petrol,50,Bronze,1.0,Manual,SUV,2021,Dublin,1,5,Sep-2022,Jul-2026,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2021-Dublin-1734822
507,DACIA JOGGER,"€26,890",DACIA,JOGGER,Diesel,"69,998",Grey,1.5,Manual,MPV,2022,Dublin,1,4,Apr-2022,May-2023,http://www.cars.ie/used-cars/DACIA-JOGGER-2022-Dublin-1734821
508,RENAULT SCENIC,"€19,950",RENAULT,SCENIC,Petrol,"1,085",Red,1.3,Automatic,Hatchback,2017,Dublin,1,5,Aug-2022,Feb-2026,http://www.cars.ie/used-cars/RENAULT-SCENIC-2017-Dublin-1734820
509,RENAULT ARKANA,"€32,490",RENAULT,ARKANA,Diesel,"48,267",Red,1.6,Manual,SUV,2022,Dublin,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/RENAULT-ARKANA-2022-Dublin-1734855
510,HYUNDAI TUCSON,"€34,475",HYUNDAI,TUCSON,Petrol,"48,464",Blue,1.8,Automatic,SUV,2021,Wexford,1,5,-,-,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2021-Wexford-1734704
511,TOYOTA C-HR,"€30,975",TOYOTA,C-HR,Diesel,"93,788",-,2.2,Manual,Saloon,2021,Wexford,1,4,Aug-2022,Mar-2024,http://www.cars.ie/used-cars/TOYOTA-C-HR-2021-Wexford-1734706
512,MAZDA MAZDA3,"€16,495",MAZDA,MAZDA3,Diesel,"118,999",White,2.0,Automatic,Saloon,2016,Limerick,2,4,Sep-2022,Jan-2022,http://www.cars.ie/used-cars/MAZDA-MAZDA3-2016-Limerick-1734702
513,BMW 5 SERIES,"€30,950",BMW,5,Diesel,"116,349",White,1.5,Manual,Hatchback,2018,Cork,3,4,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Cork-1734853
514,FORD FOCUS,"€14,995",FORD,FOCUS,Petrol,"37,099",Red,1.2,Manual,SUV,2017,Wexford,2,4,Mar-2023,Jan-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2017-Wexford-1734818
515,NISSAN QASHQAI,"€21,995",NISSAN,QASHQAI,Electric,"9,849",Black,0.0,Automatic,Hatchback,2017,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2017-Dublin-1734817
516,NISSAN LEAF,"€30,495",NISSAN,LEAF,Electric,"8,620",Grey,0.0,Automatic,Hatchback,2020,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1734852
517,NISSAN LEAF,"€30,495",NISSAN,LEAF,Petrol,"14,000",Black,1.3,Manual,MPV,2020,Dublin,1,5,Aug-2022,Sep-2025,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1734851
518,NISSAN QASHQAI,"€33,995",NISSAN,QASHQAI,Electric,"20,958",White,0.0,Automatic,Hatchback,2021,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2021-Dublin-1734816
519,NISSAN LEAF,"€30,995",NISSAN,LEAF,Diesel,"208,999",Silver,2.0,Manual,Hatchback,2020,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1734850
520,VAUXHALL INSIGNIA,POA,VAUXHALL,INSIGNIA,Diesel,"85,293",Black,1.7,Manual,MPV,2013,Dublin,1,5,-,-,http://www.cars.ie/used-cars/VAUXHALL-INSIGNIA-2013-Dublin-1734795
521,HYUNDAI TUCSON,POA,HYUNDAI,TUCSON,Diesel,"220,077",Black,1.6,Manual,Saloon,2018,Kildare,1,4,-,Aug-2023,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2018-Kildare-1734787
522,TOYOTA AVENSIS,POA,TOYOTA,AVENSIS,Diesel,"220,148",White,1.6,Manual,Van,2017,Kildare,1,3,-,-,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2017-Kildare-1734786
523,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,Diesel,"286,189",Blue,1.6,Manual,Hatchback,2017,Kildare,4,3,-,Mar-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2017-Kildare-1734785
524,MINI HATCH,POA,MINI,HATCH,Diesel,"214,308",Black,1.6,Manual,SUV,2012,Kildare,4,4,-,-,http://www.cars.ie/used-cars/MINI-HATCH-2012-Kildare-1734780
525,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Petrol,"191,690",Silver,1.2,Manual,Hatchback,2012,Kildare,5,5,-,Sep-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2012-Kildare-1734778
526,OPEL CORSA,POA,OPEL,CORSA,Diesel,"207,370",Black,2.0,Manual,Estate,2011,Kildare,9,4,-,Feb-2023,http://www.cars.ie/used-cars/OPEL-CORSA-2011-Kildare-1734774
527,AUDI A4,POA,AUDI,A4,Diesel,"271,227",Black,1.5,Manual,Hatchback,2011,Kildare,3,5,-,-,http://www.cars.ie/used-cars/AUDI-A4-2011-Kildare-1734773
528,RENAULT SCENIC,POA,RENAULT,SCENIC,Diesel,"119,003",White,1.7,Manual,MPV,2008,Kildare,2,5,Oct-2022,Sep-2022,http://www.cars.ie/used-cars/RENAULT-SCENIC-2008-Kildare-1734768
529,KIA SPORTAGE,POA,KIA,SPORTAGE,Diesel,"144,841",Black,1.6,Manual,Hatchback,2016,Cavan,3,5,-,-,http://www.cars.ie/used-cars/KIA-SPORTAGE-2016-Cavan-1735161
530,HYUNDAI I30,"€13,950",HYUNDAI,I30,Petrol,"149,002",Red,1.2,Manual,Hatchback,2016,Cavan,2,5,Feb-2023,Mar-2024,http://www.cars.ie/used-cars/HYUNDAI-I30-2016-Cavan-1734959
531,VOLKSWAGEN GOLF,"€11,995",VOLKSWAGEN,GOLF,Petrol,"64,826",Grey,1.0,Manual,Hatchback,2014,Wexford,4,4,-,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Wexford-1735150
532,NISSAN MICRA,POA,NISSAN,MICRA,Petrol,"79,176",White,1.0,Manual,Hatchback,2017,Dublin,1,4,-,Mar-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2017-Dublin-1735322
533,FORD FOCUS,POA,FORD,FOCUS,Diesel,"148,386",Black,1.7,Manual,MPV,2017,Dublin,1,5,-,-,http://www.cars.ie/used-cars/FORD-FOCUS-2017-Dublin-1735321
534,KIA CARENS,POA,KIA,CARENS,Diesel,"186,696",Blue,1.6,Manual,Van,2016,Dublin,1,4,-,Sep-2023,http://www.cars.ie/used-cars/KIA-CARENS-2016-Dublin-1735320
535,PEUGEOT PARTNER,POA,PEUGEOT,PARTNER,Diesel,"240,340",Black,1.5,Manual,Hatchback,2015,Dublin,4,5,-,-,http://www.cars.ie/used-cars/PEUGEOT-PARTNER-2015-Dublin-1735319
536,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Petrol,"321,837",Blue,1.4,Manual,Hatchback,2010,Dublin,2,5,-,Feb-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2010-Dublin-1735318
537,HYUNDAI I30,POA,HYUNDAI,I30,Petrol,"65,983",Grey,1.5,Automatic,Coupe,2008,Dublin,1,2,-,-,http://www.cars.ie/used-cars/HYUNDAI-I30-2008-Dublin-1735317
538,BMW I8,POA,BMW,I8,Petrol,"24,328",Grey,1.5,Manual,SUV,2016,Dublin,1,5,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/BMW-I8-2016-Dublin-1735395
539,HONDA HR-V,POA,HONDA,HR-V,Petrol,"54,531",Grey,1.2,Automatic,Estate,2020,Limerick,1,4,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/HONDA-HR-V-2020-Limerick-1735316
540,PEUGEOT 2008,"€18,690",PEUGEOT,2008,Petrol,"100,576",Silver,1.5,Automatic,Hatchback,2018,Limerick,1,5,-,-,http://www.cars.ie/used-cars/PEUGEOT-2008-2018-Limerick-1735393
541,HONDA FIT,"€11,490",HONDA,FIT,Electric,"19,401",White,0.0,Automatic,MPV,2014,Limerick,1,5,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/HONDA-FIT-2014-Limerick-1735392
542,HYUNDAI KONA,"€36,950",HYUNDAI,KONA,Diesel,"129,999",Red,1.5,Manual,SUV,2020,Meath,1,4,Jul-2023,Dec-2023,http://www.cars.ie/used-cars/HYUNDAI-KONA-2020-Meath-1735381
543,NISSAN QASHQAI,"€15,995",NISSAN,QASHQAI,Diesel,499,Black,2.0,Manual,SUV,2015,Kerry,1,4,-,Aug-2026,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2015-Kerry-1735315
544,AUDI Q2,"€38,500",AUDI,Q2,Diesel,"64,848",White,1.6,Manual,Hatchback,2022,Cork,1,5,Feb-2023,Jan-2025,http://www.cars.ie/used-cars/AUDI-Q2-2022-Cork-1735314
545,VOLKSWAGEN GOLF,"€23,995",VOLKSWAGEN,GOLF,Petrol,"13,448",Black,2.0,Automatic,Saloon,2021,Limerick,1,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2021-Limerick-1735313
546,BMW 5 SERIES,"€67,995",BMW,5,Petrol,"30,906",Black,2.0,Automatic,Saloon,2022,Louth,1,4,-,-,http://www.cars.ie/used-cars/BMW-5-SERIES-2022-Louth-1735390
547,BMW 5 SERIES,"€64,995",BMW,5,Diesel,"118,171",Black,2.0,Automatic,Saloon,2022,Louth,1,4,Nov-2022,Jul-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2022-Louth-1735389
548,BMW 5 SERIES,"€34,995",BMW,5,Diesel,"36,999",Black,2.0,Automatic,Saloon,2018,Galway,1,4,Dec-2022,Jul-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Galway-1735387
549,BMW 5 SERIES,"€47,995",BMW,5,Diesel,"127,014",Red,2.2,Manual,Saloon,2019,Westmeath,1,4,Dec-2022,Nov-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2019-Westmeath-1735386
550,MAZDA MAZDA3,"€11,950",MAZDA,MAZDA3,Diesel,"30,000",White,1.6,Manual,SUV,2015,Dublin,1,4,Sep-2022,Jun-2023,http://www.cars.ie/used-cars/MAZDA-MAZDA3-2015-Dublin-1735190
551,OPEL MOKKA,"€18,950",OPEL,MOKKA,Petrol,"61,849",Blue,1.6,Automatic,Saloon,2019,Limerick,1,4,Mar-2023,Mar-2024,http://www.cars.ie/used-cars/OPEL-MOKKA-2019-Limerick-1735312
552,MERCEDES-BENZ CLA CLASS,"€29,950",MERCEDES-BENZ,CLA,Petrol,"70,478",Black,2.4,Automatic,SUV,2018,Dublin,1,5,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2018-Dublin-1735385
553,MITSUBISHI OUTLANDER,POA,MITSUBISHI,OUTLANDER,Petrol,"49,788",White,1.3,Automatic,SUV,2021,Dublin,1,5,Jan-2023,Jul-2024,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2021-Dublin-1735384
554,NISSAN X-TRAIL,"€41,995",NISSAN,X-TRAIL,Petrol,"67,388",Silver,1.2,Automatic,Hatchback,2020,Dublin,1,-,-,-,http://www.cars.ie/used-cars/NISSAN-X-TRAIL-2020-Dublin-1735383
555,NISSAN MICRA,POA,NISSAN,MICRA,Diesel,"108,000",Silver,2.0,Manual,SUV,2019,Dublin,2,5,May-2023,Jul-2024,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Dublin-1735382
556,VOLVO XC60,"€34,950",VOLVO,XC60,Diesel,"54,999",Blue,2.2,Automatic,SUV,2018,Kilkenny,2,5,Jan-2023,May-2024,http://www.cars.ie/used-cars/VOLVO-XC60-2018-Kilkenny-1735163
557,HYUNDAI SANTA FE,"€46,950",HYUNDAI,SANTA,Petrol,"51,143",Grey,1.0,Manual,Hatchback,2020,Kilkenny,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2020-Kilkenny-1735380
558,SKODA KAMIQ,"€22,895",SKODA,KAMIQ,Diesel,"76,473",Grey,2.0,Manual,MPV,2021,Dublin,1,5,Nov-2022,Nov-2024,http://www.cars.ie/used-cars/SKODA-KAMIQ-2021-Dublin-1735311
559,FORD S-MAX,"€26,950",FORD,S-MAX,Petrol,"51,143",Grey,1.0,Manual,Hatchback,2017,Meath,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/FORD-S-MAX-2017-Meath-1734961
560,SKODA KAMIQ,"€22,895",SKODA,KAMIQ,Petrol,0,Grey,1.0,Manual,Saloon,2021,Dublin,2,4,May-2023,Feb-2023,http://www.cars.ie/used-cars/SKODA-KAMIQ-2021-Dublin-1735310
561,SKODA OCTAVIA,POA,SKODA,OCTAVIA,Diesel,0,Grey,2.0,Automatic,Estate,2019,Wexford,1,5,Jan-2023,Aug-2025,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2019-Wexford-1735148
562,SKODA KAROQ,"€33,995",SKODA,KAROQ,Petrol,"31,999",White,1.0,Manual,Hatchback,2021,Wexford,1,5,Feb-2023,Mar-2026,http://www.cars.ie/used-cars/SKODA-KAROQ-2021-Wexford-1735379
563,FIAT PANDA,"€16,950",FIAT,PANDA,Diesel,"43,389",Grey,2.0,Manual,SUV,2022,Wexford,1,5,Jun-2022,Jun-2025,http://www.cars.ie/used-cars/FIAT-PANDA-2022-Wexford-1735155
564,VOLKSWAGEN T-ROC,"€27,495",VOLKSWAGEN,T-ROC,Petrol,"45,375",Black,1.0,Manual,Hatchback,2021,Cork,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2021-Cork-1735309
565,SKODA FABIA,"€16,495",SKODA,FABIA,Diesel,"42,432",Blue,2.0,Manual,Saloon,2021,Cork,1,5,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/SKODA-FABIA-2021-Cork-1735308
566,SKODA OCTAVIA,"€28,495",SKODA,OCTAVIA,Petrol,"79,913",Blue,1.3,Automatic,Hatchback,2021,Cork,1,5,-,-,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2021-Cork-1735307
567,MAZDA MAZDA2,"€8,990",MAZDA,MAZDA2,Diesel,"39,580",Black,2.0,Automatic,Coupe,2013,Dublin,1,2,Mar-2023,Apr-2025,http://www.cars.ie/used-cars/MAZDA-MAZDA2-2013-Dublin-1735376
568,MERCEDES-BENZ E CLASS,"€64,900",MERCEDES-BENZ,E,Diesel,"94,076",Red,2.1,Automatic,SUV,2021,Galway,1,5,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2021-Galway-1735375
569,MERCEDES-BENZ GLC CLASS,"€46,900",MERCEDES-BENZ,GLC,Diesel,529,Grey,2.0,Automatic,Hatchback,2019,Galway,-,-,Jan-2023,Oct-2026,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLC-CLASS-2019-Galway-1735374
570,MERCEDES-BENZ A CLASS,"€47,900",MERCEDES-BENZ,A,Diesel,"30,540",Black,2.0,Automatic,Saloon,2022,Galway,1,4,Feb-2023,Feb-2026,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2022-Galway-1735373
571,MERCEDES-BENZ E CLASS,"€64,900",MERCEDES-BENZ,E,Diesel,"34,741",Black,1.6,Automatic,Saloon,2022,Galway,1,4,Jun-2022,Jul-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2022-Galway-1735372
572,MERCEDES-BENZ C CLASS,"€45,900",MERCEDES-BENZ,C,Diesel,"69,440",Grey,1.6,Automatic,Saloon,2020,Galway,2,4,Feb-2023,Aug-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2020-Galway-1735371
573,MERCEDES-BENZ C CLASS,"€43,450",MERCEDES-BENZ,C,Diesel,"24,184",Red,2.0,Automatic,SUV,2020,Galway,2,5,Jun-2022,Feb-2025,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2020-Galway-1735370
574,MERCEDES-BENZ GLB,"€53,900",MERCEDES-BENZ,GLB,Diesel,"61,939",Black,2.0,Automatic,SUV,2021,Galway,3,5,Feb-2022,May-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLB-2021-Galway-1735369
575,MERCEDES-BENZ GLE CLASS,"€81,900",MERCEDES-BENZ,GLE,Petrol,"51,832",Grey,1.4,Manual,Coupe,2019,Galway,1,3,Dec-2022,Jul-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLE-CLASS-2019-Galway-1735368
576,VOLKSWAGEN SCIROCCO,"€23,945",VOLKSWAGEN,SCIROCCO,Diesel,"221,286",Black,1.6,Manual,Hatchback,2017,Dublin,2,5,Oct-2022,May-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-SCIROCCO-2017-Dublin-1735306
577,AUDI A3,"€8,500",AUDI,A3,Diesel,"26,499",White,2.0,Automatic,SUV,2012,Kerry,1,5,Jun-2022,Feb-2025,http://www.cars.ie/used-cars/AUDI-A3-2012-Kerry-1735305
578,VOLKSWAGEN TIGUAN,"€49,500",VOLKSWAGEN,TIGUAN,Diesel,"65,000",White,1.5,Manual,MPV,2021,Kerry,3,2,Mar-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2021-Kerry-1735367
579,RENAULT KANGOO,"€13,995",RENAULT,KANGOO,Petrol,"25,486",Black,1.2,Manual,Hatchback,2019,Meath,1,5,Jul-2023,Aug-2024,http://www.cars.ie/used-cars/RENAULT-KANGOO-2019-Meath-1735304
580,PEUGEOT 208,"€18,995",PEUGEOT,208,Diesel,10,Silver,2.3,Manual,Van,2020,Waterford,-,5,-,-,http://www.cars.ie/used-cars/PEUGEOT-208-2020-Waterford-1735303
581,RENAULT MASTER,"€35,990",RENAULT,MASTER,Diesel,10,Silver,2.3,Manual,Van,2022,Cork,-,4,-,-,http://www.cars.ie/used-cars/RENAULT-MASTER-2022-Cork-1735302
582,RENAULT MASTER,"€36,790",RENAULT,MASTER,Diesel,"21,599",Black,1.5,Manual,Hatchback,2022,Cork,1,5,Apr-2022,Jan-2025,http://www.cars.ie/used-cars/RENAULT-MASTER-2022-Cork-1735301
583,RENAULT CAPTUR,"€23,500",RENAULT,CAPTUR,Diesel,113,Blue,1.5,Manual,SUV,2021,Cork,-,5,-,-,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2021-Cork-1735300
584,DACIA DUSTER,"€30,790",DACIA,DUSTER,Diesel,"104,869",Grey,2.2,Manual,SUV,2022,Cork,2,5,Apr-2023,Feb-2023,http://www.cars.ie/used-cars/DACIA-DUSTER-2022-Cork-1735299
585,HYUNDAI SANTA FE,"€28,495",HYUNDAI,SANTA,Petrol,"6,217",White,1.5,Automatic,Hatchback,2017,Cork,1,5,-,-,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2017-Cork-1735298
586,TOYOTA AQUA,"€19,490",TOYOTA,AQUA,Diesel,"19,838",Blue,1.5,Manual,Hatchback,2020,Cork,1,4,Oct-2022,Feb-2025,http://www.cars.ie/used-cars/TOYOTA-AQUA-2020-Cork-1735366
587,RENAULT MEGANE,"€22,800",RENAULT,MEGANE,Diesel,"26,758",Blue,1.5,Manual,Hatchback,2021,Dublin,1,5,Jul-2022,Jan-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1735297
588,RENAULT CLIO,"€22,490",RENAULT,CLIO,Diesel,"120,976",Grey,1.5,Manual,Estate,2021,Dublin,2,5,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/RENAULT-CLIO-2021-Dublin-1735296
589,RENAULT MEGANE,"€17,490",RENAULT,MEGANE,Diesel,"71,624",Black,1.5,Manual,Saloon,2018,Dublin,1,4,Dec-2022,Mar-2023,http://www.cars.ie/used-cars/RENAULT-MEGANE-2018-Dublin-1735295
590,RENAULT MEGANE,"€16,490",RENAULT,MEGANE,Diesel,"9,997",Blue,1.5,Manual,SUV,2017,Dublin,1,5,Sep-2022,Jan-2026,http://www.cars.ie/used-cars/RENAULT-MEGANE-2017-Dublin-1735294
591,DACIA DUSTER,"€24,800",DACIA,DUSTER,Petrol,"44,614",Red,1.0,Manual,SUV,2022,Dublin,1,5,Jul-2022,Jul-2025,http://www.cars.ie/used-cars/DACIA-DUSTER-2022-Dublin-1735293
592,SEAT ARONA,"€19,995",SEAT,ARONA,Petrol,"57,700",Grey,1.0,Manual,Hatchback,2021,Dublin,1,5,Oct-2022,Feb-2025,http://www.cars.ie/used-cars/SEAT-ARONA-2021-Dublin-1735146
593,RENAULT CLIO,"€16,945",RENAULT,CLIO,Diesel,"65,399",Blue,3.0,Automatic,SUV,2021,Dublin,2,4,Oct-2023,Apr-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2021-Dublin-1735145
594,PORSCHE MACAN,"€62,950",PORSCHE,MACAN,Diesel,"88,444",Grey,1.6,Manual,Hatchback,2017,Dublin,2,5,Jan-2023,Jul-2024,http://www.cars.ie/used-cars/PORSCHE-MACAN-2017-Dublin-1735125
595,OPEL INSIGNIA,"€19,675",OPEL,INSIGNIA,Diesel,"71,482",Grey,2.0,Automatic,Estate,2018,Wexford,1,5,Sep-2023,Feb-2023,http://www.cars.ie/used-cars/OPEL-INSIGNIA-2018-Wexford-1735292
596,MERCEDES-BENZ E CLASS,"€44,975",MERCEDES-BENZ,E,Diesel,"20,274",Black,2.0,Automatic,Saloon,2019,Wexford,1,4,Apr-2023,Apr-2026,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2019-Wexford-1735364
597,AUDI A4,"€49,475",AUDI,A4,Diesel,"59,309",Black,2.0,Automatic,SUV,2022,Wexford,1,5,Oct-2022,May-2025,http://www.cars.ie/used-cars/AUDI-A4-2022-Wexford-1735363
598,SKODA KODIAQ,"€47,975",SKODA,KODIAQ,Diesel,"148,236",White,1.6,Manual,Van,2021,Wexford,1,3,Oct-2022,-,http://www.cars.ie/used-cars/SKODA-KODIAQ-2021-Wexford-1735362
599,VOLKSWAGEN GOLF,"€11,745",VOLKSWAGEN,GOLF,Petrol,"54,999",Blue,1.2,Automatic,MPV,2018,Mayo,1,4,Sep-2022,Jul-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2018-Mayo-1735291
600,PEUGEOT 2008,"€29,995",PEUGEOT,2008,Petrol,2,Blue,1.2,Manual,SUV,2021,Carlow,-,5,-,-,http://www.cars.ie/used-cars/PEUGEOT-2008-2021-Carlow-1735361
601,OPEL GRANDLAND X,"€42,395",OPEL,GRANDLAND,Petrol,2,White,1.2,Manual,SUV,2023,Cork,-,5,-,-,http://www.cars.ie/used-cars/OPEL-GRANDLAND-X-2023-Cork-1735290
602,OPEL GRANDLAND X,"€39,045",OPEL,GRANDLAND,Diesel,"152,266",Black,1.6,Manual,Hatchback,2023,Cork,4,5,-,Sep-2023,http://www.cars.ie/used-cars/OPEL-GRANDLAND-X-2023-Cork-1735289
603,VAUXHALL ASTRA,POA,VAUXHALL,ASTRA,Diesel,"136,618",Grey,2.0,Automatic,Van,2015,Kildare,1,5,-,Jan-2024,http://www.cars.ie/used-cars/VAUXHALL-ASTRA-2015-Kildare-1735288
604,JAGUAR E-PACE,POA,JAGUAR,E-PACE,Diesel,"191,684",Brown,1.5,Manual,MPV,2020,Kildare,3,4,-,Jan-2023,http://www.cars.ie/used-cars/JAGUAR-E-PACE-2020-Kildare-1735359
605,NISSAN PULSAR,POA,NISSAN,PULSAR,Diesel,"149,830",Silver,1.7,Manual,Saloon,2014,Kildare,2,4,-,Jan-2024,http://www.cars.ie/used-cars/NISSAN-PULSAR-2014-Kildare-1735287
606,KIA OPTIMA,POA,KIA,OPTIMA,Diesel,"202,952",Red,1.5,Manual,MPV,2014,Kildare,6,4,-,Nov-2023,http://www.cars.ie/used-cars/KIA-OPTIMA-2014-Kildare-1735286
607,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Diesel,"134,781",Silver,1.5,Manual,MPV,2013,Kildare,2,4,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2013-Kildare-1735285
608,NISSAN QASHQAI +2,POA,NISSAN,QASHQAI,Diesel,"172,318",Silver,1.6,Manual,Saloon,2013,Kildare,2,4,-,Feb-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2013-Kildare-1735284
609,VOLVO S40,POA,VOLVO,S40,Diesel,"236,304",Black,1.5,Manual,MPV,2012,Kildare,2,4,-,-,http://www.cars.ie/used-cars/VOLVO-S40-2012-Kildare-1735283
610,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Petrol,"146,854",Silver,1.4,Manual,MPV,2012,Kildare,3,4,-,May-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2012-Kildare-1735282
611,NISSAN NOTE,POA,NISSAN,NOTE,Diesel,"96,004",Grey,2.0,Manual,Saloon,2012,Kildare,2,4,-,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2012-Kildare-1735281
612,TOYOTA AVENSIS,POA,TOYOTA,AVENSIS,Diesel,"185,999",Black,2.0,Manual,Hatchback,2012,Kildare,5,4,-,-,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2012-Kildare-1735280
613,BMW 1 SERIES,POA,BMW,1,Diesel,"211,820",Silver,1.6,Automatic,MPV,2012,Kildare,2,5,-,-,http://www.cars.ie/used-cars/BMW-1-SERIES-2012-Kildare-1735279
