,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
238,DACIA SANDERO STEPWAY,"€12,900",DACIA,SANDERO,1.5,Diesel,"44,600",Manual,SUV,2018,Dublin,4,Blue,2,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/DACIA-SANDERO-STEPWAY-2018-Dublin-1736504
239,RENAULT MEGANE,"€22,800",RENAULT,MEGANE,1.5,Diesel,"18,694",Manual,Hatchback,2021,Dublin,4,Blue,1,Nov-2022,Mar-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736503
240,RENAULT MEGANE,"€26,490",RENAULT,MEGANE,1.5,Diesel,"20,220",Manual,Estate,2021,Dublin,4,Brown,2,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736502
241,SEAT TARRACO,POA,SEAT,TARRACO,2.0,Diesel,0,Automatic,SUV,2023,Waterford,-,Black,-,-,-,http://www.cars.ie/used-cars/SEAT-TARRACO-2023-Waterford-1736381
242,SEAT TARRACO,POA,SEAT,TARRACO,2.0,Diesel,0,Automatic,SUV,2023,Waterford,5,White,-,-,-,http://www.cars.ie/used-cars/SEAT-TARRACO-2023-Waterford-1736380
243,SEAT TARRACO,POA,SEAT,TARRACO,2.0,Diesel,0,Automatic,SUV,2023,Waterford,-,Blue,-,-,-,http://www.cars.ie/used-cars/SEAT-TARRACO-2023-Waterford-1736379
244,SEAT ATECA,POA,SEAT,ATECA,2.0,Diesel,0,Manual,SUV,2023,Waterford,-,White,-,-,-,http://www.cars.ie/used-cars/SEAT-ATECA-2023-Waterford-1736378
245,SEAT ATECA,POA,SEAT,ATECA,2.0,Diesel,0,Manual,SUV,2023,Waterford,-,Silver,-,-,-,http://www.cars.ie/used-cars/SEAT-ATECA-2023-Waterford-1736377
246,MAZDA CX-5,"€29,995",MAZDA,CX-5,2.2,Diesel,"43,393",Manual,SUV,2019,Kildare,-,White,1,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/MAZDA-CX-5-2019-Kildare-1736372
247,MERCEDES-BENZ GLE CLASS,"€58,950",MERCEDES-BENZ,GLE,2.1,Diesel,"67,718",Automatic,SUV,2018,Dublin,-,Silver,2,Sep-2023,Jun-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLE-CLASS-2018-Dublin-1736560
248,KIA CEED,"€12,995",KIA,CEED,1.4,Diesel,0,Manual,Hatchback,2015,Wexford,4,Silver,5,Aug-2023,Nov-2023,http://www.cars.ie/used-cars/KIA-CEED-2015-Wexford-1736451
249,DACIA LOGAN,"€9,595",DACIA,LOGAN,1.2,Petrol,"68,788",Manual,Estate,2017,Wexford,4,White,1,Oct-2022,Jul-2023,http://www.cars.ie/used-cars/DACIA-LOGAN-2017-Wexford-1736450
250,SEAT ARONA,"€26,975",SEAT,ARONA,1.0,Petrol,"31,699",Manual,SUV,2022,Wexford,5,White,1,Mar-2023,Apr-2026,http://www.cars.ie/used-cars/SEAT-ARONA-2022-Wexford-1736374
251,SEAT TARRACO,"€46,475",SEAT,TARRACO,2.0,Diesel,"27,299",Automatic,SUV,2022,Wexford,5,Grey,1,Mar-2023,Apr-2026,http://www.cars.ie/used-cars/SEAT-TARRACO-2022-Wexford-1736375
252,AUDI Q3,"€27,475",AUDI,Q3,2.0,Diesel,"124,999",Manual,SUV,2018,Wexford,4,Black,2,Apr-2023,Feb-2024,http://www.cars.ie/used-cars/AUDI-Q3-2018-Wexford-1736373
253,BMW X5,POA,BMW,X5,3.0,Diesel,"127,609",Automatic,SUV,2016,Kildare,4,Blue,2,-,Jan-2024,http://www.cars.ie/used-cars/BMW-X5-2016-Kildare-1736471
254,CITROEN GRAND C4 PICASSO,POA,CITROEN,GRAND,1.6,Diesel,"261,209",Manual,MPV,2009,Kildare,5,Purple,9,-,Apr-2020,http://www.cars.ie/used-cars/CITROEN-GRAND-C4-PICASSO-2009-Kildare-1736306
255,AUDI A6,"€64,950",AUDI,A6,3.0,Diesel,"32,222",Automatic,Saloon,2020,Sligo,4,Grey,3,Apr-2023,Jan-2024,http://www.cars.ie/used-cars/AUDI-A6-2020-Sligo-1736362
256,BMW X5,POA,BMW,X5,2.0,Diesel,"159,519",Automatic,Estate,2016,Kildare,5,Blue,3,-,Jan-2024,http://www.cars.ie/used-cars/BMW-X5-2016-Kildare-1736478
257,AUDI Q5,"€57,450",AUDI,Q5,2.0,Petrol,"41,468",Automatic,SUV,2020,Sligo,4,Grey,1,Dec-2022,Jul-2024,http://www.cars.ie/used-cars/AUDI-Q5-2020-Sligo-1736361
258,AUDI Q7,"€65,950",AUDI,Q7,3.0,Diesel,"75,517",Automatic,SUV,2018,Waterford,4,Grey,2,Dec-2022,Jun-2024,http://www.cars.ie/used-cars/AUDI-Q7-2018-Waterford-1736465
259,FORD GALAXY,POA,FORD,GALAXY,1.6,Petrol,"167,629",Manual,MPV,2012,Kildare,5,Grey,6,-,Aug-2023,http://www.cars.ie/used-cars/FORD-GALAXY-2012-Kildare-1736317
260,AUDI A5,"€55,450",AUDI,A5,2.0,Diesel,"24,674",Automatic,Hatchback,2021,Sligo,2,Black,1,-,-,http://www.cars.ie/used-cars/AUDI-A5-2021-Sligo-1736360
261,MERCEDES-BENZ C CLASS,"€24,900",MERCEDES-BENZ,C,2.1,Diesel,"217,261",Automatic,Saloon,2018,Dublin,4,Silver,3,Mar-2023,Feb-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2018-Dublin-1735898
262,PEUGEOT 5008,"€35,450",PEUGEOT,5008,1.5,Diesel,"77,327",Manual,SUV,2019,Dublin,5,White,1,-,-,http://www.cars.ie/used-cars/PEUGEOT-5008-2019-Dublin-1736046
263,VOLKSWAGEN ID.4,"€59,945",VOLKSWAGEN,ID.4,0.0,Electric,"9,279",Automatic,SUV,2022,Sligo,5,Grey,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-ID.4-2022-Sligo-1736559
264,LAND ROVER DISCOVERY,POA,LAND,ROVER,3.0,Diesel,"232,229",Automatic,Van,2011,Kildare,4,Silver,4,-,Nov-2022,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-2011-Kildare-1736472
265,SKODA OCTAVIA,"€15,295",SKODA,OCTAVIA,1.2,Petrol,"124,453",Manual,Saloon,2017,Mayo,4,White,2,Nov-2022,Jan-2023,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2017-Mayo-1736501
266,VOLKSWAGEN TRANSPORTER,POA,VOLKSWAGEN,TRANSPORTER,2.0,Diesel,"129,018",Manual,Van,2018,Galway,5,White,1,Oct-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2018-Galway-1735870
267,FORD GALAXY,POA,FORD,GALAXY,2.0,Diesel,"282,246",Automatic,MPV,2010,Kildare,5,Grey,4,-,-,http://www.cars.ie/used-cars/FORD-GALAXY-2010-Kildare-1736550
268,BMW 5 SERIES,"€35,950",BMW,5,2.0,Diesel,"118,999",Automatic,Saloon,2018,Dublin,4,Black,1,Dec-2022,Apr-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Dublin-1736558
269,KIA SPORTAGE,"€21,900",KIA,SPORTAGE,1.7,Diesel,"92,796",Manual,SUV,2017,Sligo,5,Red,1,-,Apr-2023,http://www.cars.ie/used-cars/KIA-SPORTAGE-2017-Sligo-1736500
270,MITSUBISHI PAJERO,POA,MITSUBISHI,PAJERO,3.2,Diesel,"120,755",Automatic,SUV,2015,Tipperary,4,Silver,2,Aug-2023,-,http://www.cars.ie/used-cars/MITSUBISHI-PAJERO-2015-Tipperary-1736557
271,VOLKSWAGEN GOLF,"€15,950",VOLKSWAGEN,GOLF,1.2,Petrol,"72,744",Automatic,Hatchback,2015,Dublin,5,Blue,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Dublin-1736114
272,LAND ROVER DISCOVERY SPORT,POA,LAND,ROVER,2.0,Diesel,"168,229",Manual,SUV,2016,Kildare,5,Blue,3,-,Oct-2024,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-SPORT-2016-Kildare-1736307
273,SKODA SUPERB,POA,SKODA,SUPERB,2.0,Diesel,"187,301",Manual,Estate,2020,Kildare,4,Blue,1,-,Mar-2024,http://www.cars.ie/used-cars/SKODA-SUPERB-2020-Kildare-1736496
274,SEAT TARRACO,POA,SEAT,TARRACO,2.0,Diesel,"61,766",Manual,SUV,2019,Kildare,5,Blue,3,-,May-2023,http://www.cars.ie/used-cars/SEAT-TARRACO-2019-Kildare-1736495
275,FORD C-MAX,POA,FORD,C-MAX,1.5,Diesel,"268,486",Manual,MPV,2016,Kildare,4,Grey,1,-,Aug-2024,http://www.cars.ie/used-cars/FORD-C-MAX-2016-Kildare-1736494
276,BMW X4,"€19,900",BMW,X4,2.0,Diesel,"27,198",Automatic,Coupe,2015,Dublin,5,Blue,1,Feb-2022,Dec-2023,http://www.cars.ie/used-cars/BMW-X4-2015-Dublin-1736367
277,NISSAN QASHQAI,POA,NISSAN,QASHQAI,1.5,Diesel,"120,507",Manual,MPV,2016,Kildare,4,White,3,-,Feb-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2016-Kildare-1736493
278,NISSAN X-TRAIL,POA,NISSAN,X-TRAIL,1.6,Diesel,"187,937",Manual,SUV,2015,Kildare,5,White,3,-,Dec-2023,http://www.cars.ie/used-cars/NISSAN-X-TRAIL-2015-Kildare-1736492
279,SKODA SUPERB,POA,SKODA,SUPERB,1.6,Diesel,"217,721",Manual,Estate,2015,Kildare,4,Black,1,-,Jul-2023,http://www.cars.ie/used-cars/SKODA-SUPERB-2015-Kildare-1736491
280,TOYOTA LANDCRUISER,"€18,500",TOYOTA,LANDCRUISER,3.0,Diesel,"300,007",Automatic,Van,2013,Meath,2,Black,2,Nov-2022,-,http://www.cars.ie/used-cars/TOYOTA-LANDCRUISER-2013-Meath-1736382
281,BMW 3 SERIES,POA,BMW,3,0.0,Diesel,"182,103",Automatic,Saloon,2014,Kildare,4,Grey,1,-,Nov-2022,http://www.cars.ie/used-cars/BMW-3-SERIES-2014-Kildare-1736552
282,NISSAN MARCH,POA,NISSAN,MARCH,1.2,Petrol,"113,182",Automatic,Hatchback,2014,Kildare,44,Green,4,-,Nov-2023,http://www.cars.ie/used-cars/NISSAN-MARCH-2014-Kildare-1736551
283,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,1.6,Diesel,"293,893",Manual,Saloon,2014,Kildare,4,Black,3,-,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2014-Kildare-1736490
284,AUDI A3,POA,AUDI,A3,1.6,Diesel,"168,353",Manual,Hatchback,2013,Kildare,3,Grey,6,-,Feb-2024,http://www.cars.ie/used-cars/AUDI-A3-2013-Kildare-1736489
285,VAUXHALL INSIGNIA,POA,VAUXHALL,INSIGNIA,2.0,Diesel,"348,989",Manual,Estate,2012,Kildare,5,White,5,-,Feb-2023,http://www.cars.ie/used-cars/VAUXHALL-INSIGNIA-2012-Kildare-1736488
286,RENAULT FLUENCE,POA,RENAULT,FLUENCE,1.5,Diesel,"141,012",Manual,Saloon,2012,Kildare,4,Gold,3,-,Aug-2023,http://www.cars.ie/used-cars/RENAULT-FLUENCE-2012-Kildare-1736487
287,LAND ROVER FREELANDER,POA,LAND,ROVER,2.2,Diesel,"177,296",Manual,SUV,2011,Kildare,5,Grey,2,-,-,http://www.cars.ie/used-cars/LAND-ROVER-FREELANDER-2011-Kildare-1736486
288,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.4,Petrol,"94,002",Manual,Hatchback,2009,Kildare,5,Silver,2,-,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2009-Kildare-1736485
289,TOYOTA HILUX,POA,TOYOTA,HILUX,3.0,Diesel,"260,439",Manual,Van,2008,Kildare,4,Black,2,-,-,http://www.cars.ie/used-cars/TOYOTA-HILUX-2008-Kildare-1736484
290,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,2.0,Diesel,"281,981",Manual,Saloon,2008,Kildare,4,Silver,3,-,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2008-Kildare-1736483
291,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.4,Petrol,"173,168",Manual,Hatchback,2005,Kildare,5,Silver,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2005-Kildare-1736482
292,BMW 5 SERIES,POA,BMW,5,2.0,Diesel,"225,251",Automatic,Saloon,2017,Kildare,4,Grey,3,-,Feb-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2017-Kildare-1736549
293,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"150,843",Manual,Hatchback,2015,Kildare,5,Black,3,-,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Kildare-1736481
294,FORD KUGA,POA,FORD,KUGA,2.0,Diesel,"75,270",Manual,Van,2015,Kildare,4,Black,2,-,Jul-2023,http://www.cars.ie/used-cars/FORD-KUGA-2015-Kildare-1736480
295,FORD KUGA,POA,FORD,KUGA,2.0,Diesel,"164,821",Manual,Van,2015,Kildare,4,Blue,1,-,May-2023,http://www.cars.ie/used-cars/FORD-KUGA-2015-Kildare-1736479
296,FORD RANGER,POA,FORD,RANGER,3.2,Diesel,"166,436",Automatic,Van,2018,Kildare,4,Black,1,-,Mar-2023,http://www.cars.ie/used-cars/FORD-RANGER-2018-Kildare-1736548
297,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,2.0,Diesel,"312,624",Manual,Saloon,2009,Kildare,4,Black,2,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2009-Kildare-1736328
298,OPEL INSIGNIA,POA,OPEL,INSIGNIA,2.0,Diesel,"242,557",Manual,Hatchback,2009,Kildare,5,Silver,8,-,-,http://www.cars.ie/used-cars/OPEL-INSIGNIA-2009-Kildare-1736327
299,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"154,538",Manual,Hatchback,2018,Kildare,5,Black,1,-,Jun-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2018-Kildare-1736326
300,NISSAN NAVARA,POA,NISSAN,NAVARA,2.5,Diesel,"292,935",Manual,Van,2014,Kildare,4,Silver,1,-,Dec-2022,http://www.cars.ie/used-cars/NISSAN-NAVARA-2014-Kildare-1736324
301,AUDI A4,"€10,900",AUDI,A4,2.0,Diesel,"229,004",Manual,Saloon,2013,Dublin,4,Grey,2,Oct-2022,Aug-2023,http://www.cars.ie/used-cars/AUDI-A4-2013-Dublin-1736128
302,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"160,475",Manual,Hatchback,2014,Kildare,5,Silver,10,-,Feb-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Kildare-1736323
303,MAZDA MAZDA6,POA,MAZDA,MAZDA6,2.2,Diesel,"278,453",Manual,Hatchback,2012,Kildare,5,Blue,3,-,Mar-2023,http://www.cars.ie/used-cars/MAZDA-MAZDA6-2012-Kildare-1736322
304,AUDI A4,POA,AUDI,A4,2.0,Diesel,"160,472",Manual,Saloon,2015,Kildare,4,Black,2,-,Oct-2023,http://www.cars.ie/used-cars/AUDI-A4-2015-Kildare-1736321
305,AUDI A4,POA,AUDI,A4,2.0,Diesel,"181,291",Manual,Saloon,2014,Kildare,4,Black,3,-,Feb-2023,http://www.cars.ie/used-cars/AUDI-A4-2014-Kildare-1736320
306,TOYOTA YARIS,POA,TOYOTA,YARIS,1.3,Petrol,"233,216",Automatic,MPV,2015,Kildare,4,Red,4,-,Jul-2023,http://www.cars.ie/used-cars/TOYOTA-YARIS-2015-Kildare-1736477
307,NISSAN NOTE,POA,NISSAN,NOTE,1.2,Petrol,"125,034",Automatic,Hatchback,2014,Kildare,5,Grey,1,-,Sep-2024,http://www.cars.ie/used-cars/NISSAN-NOTE-2014-Kildare-1736476
308,BMW 5 SERIES,POA,BMW,5,2.0,Diesel,"123,543",Automatic,Saloon,2017,Kildare,4,Black,4,-,Jan-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2017-Kildare-1736475
309,VAUXHALL ASTRA,POA,VAUXHALL,ASTRA,1.7,Diesel,"298,261",Manual,Hatchback,2012,Kildare,5,Black,5,-,-,http://www.cars.ie/used-cars/VAUXHALL-ASTRA-2012-Kildare-1736319
310,DACIA SANDERO,POA,DACIA,SANDERO,1.5,Diesel,"85,235",Manual,Hatchback,2015,Kildare,4,Silver,2,-,Jul-2023,http://www.cars.ie/used-cars/DACIA-SANDERO-2015-Kildare-1736318
311,SKODA OCTAVIA,POA,SKODA,OCTAVIA,2.0,Diesel,"207,244",Manual,Estate,2016,Kildare,4,Black,2,-,-,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2016-Kildare-1736316
312,VOLVO V40,POA,VOLVO,V40,2.0,Diesel,"72,127",Manual,Hatchback,2016,Kildare,5,Blue,2,-,Oct-2024,http://www.cars.ie/used-cars/VOLVO-V40-2016-Kildare-1736315
313,VOLVO XC60,POA,VOLVO,XC60,2.0,Diesel,"158,658",Automatic,SUV,2018,Kildare,5,Grey,2,-,-,http://www.cars.ie/used-cars/VOLVO-XC60-2018-Kildare-1736473
314,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"126,233",Manual,Hatchback,2016,Kildare,5,Black,2,-,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Kildare-1736314
315,FORD MONDEO,POA,FORD,MONDEO,1.5,Diesel,"123,808",Manual,Hatchback,2018,Kildare,4,White,2,-,-,http://www.cars.ie/used-cars/FORD-MONDEO-2018-Kildare-1736312
316,NISSAN QASHQAI,POA,NISSAN,QASHQAI,1.5,Diesel,"158,382",Manual,SUV,2018,Kildare,4,Grey,2,-,Mar-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2018-Kildare-1736311
317,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,2.0,Diesel,"102,550",Manual,Saloon,2015,Kildare,4,Grey,2,-,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2015-Kildare-1736310
318,MINI HATCH,POA,MINI,HATCH,1.6,Diesel,"155,401",Manual,Hatchback,2013,Kildare,2,White,2,-,Jan-2024,http://www.cars.ie/used-cars/MINI-HATCH-2013-Kildare-1736309
319,VOLVO V70,POA,VOLVO,V70,1.6,Petrol,"125,960",Automatic,Estate,2013,Kildare,5,Black,1,-,Nov-2023,http://www.cars.ie/used-cars/VOLVO-V70-2013-Kildare-1736470
320,NISSAN LEAF,POA,NISSAN,LEAF,0.0,Electric,"120,519",Automatic,Hatchback,2012,Kildare,5,Black,6,-,Jun-2023,http://www.cars.ie/used-cars/NISSAN-LEAF-2012-Kildare-1736469
321,CITROEN C4,POA,CITROEN,C4,1.5,Diesel,"34,718",Manual,MPV,2018,Kildare,5,Grey,4,-,Mar-2024,http://www.cars.ie/used-cars/CITROEN-C4-2018-Kildare-1736308
322,BMW 5 SERIES,"€8,900",BMW,5,2.0,Diesel,"225,005",Automatic,Saloon,2010,Dublin,4,Grey,3,Apr-2023,Sep-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2010-Dublin-1736366
323,BMW 5 SERIES,POA,BMW,5,2.0,Diesel,"127,312",Automatic,Saloon,2019,Kildare,4,Black,1,-,Jan-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2019-Kildare-1736468
324,LEXUS RX 450 H,POA,LEXUS,RX,3.5,Petrol,"131,111",Automatic,SUV,2013,Kildare,4,White,3,-,Jun-2023,http://www.cars.ie/used-cars/LEXUS-RX-450-H-2013-Kildare-1736467
325,AUDI Q2,"€41,450",AUDI,Q2,2.0,Diesel,"29,832",Automatic,SUV,2022,Waterford,4,White,1,Mar-2023,Apr-2026,http://www.cars.ie/used-cars/AUDI-Q2-2022-Waterford-1736466
326,SKODA KODIAQ,"€30,450",SKODA,KODIAQ,2.0,Diesel,"117,500",Automatic,SUV,2017,Kildare,4,Grey,3,Aug-2022,Mar-2023,http://www.cars.ie/used-cars/SKODA-KODIAQ-2017-Kildare-1736464
327,HYUNDAI I20,"€22,950",HYUNDAI,I20,1.2,Petrol,0,Manual,Hatchback,2021,Kildare,5,Blue,1,Dec-2021,Jul-2025,http://www.cars.ie/used-cars/HYUNDAI-I20-2021-Kildare-1736305
328,HYUNDAI I20,"€24,150",HYUNDAI,I20,1.2,Petrol,0,Manual,Hatchback,2022,Kildare,5,Black,1,Nov-2022,Aug-2026,http://www.cars.ie/used-cars/HYUNDAI-I20-2022-Kildare-1736304
329,HYUNDAI TUCSON,"€23,950",HYUNDAI,TUCSON,1.7,Diesel,"63,999",Manual,SUV,2017,Kildare,5,Grey,1,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2017-Kildare-1736303
330,HYUNDAI TUCSON,"€26,950",HYUNDAI,TUCSON,1.7,Diesel,"72,729",Manual,SUV,2018,Kildare,5,Black,2,May-2022,Jan-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2018-Kildare-1736302
331,MERCEDES-BENZ GLC CLASS,"€59,950",MERCEDES-BENZ,GLC,2.0,Diesel,"30,140",Automatic,SUV,2020,Cork,5,Black,1,Aug-2023,Jul-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLC-CLASS-2020-Cork-1736463
332,VOLKSWAGEN T-ROC,POA,VOLKSWAGEN,T-ROC,2.0,Diesel,11,Manual,SUV,2022,Roscommon,5,Black,1,-,Jul-2026,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2022-Roscommon-1736301
333,SKODA KAMIQ,"€22,950",SKODA,KAMIQ,1.0,Petrol,"30,000",Manual,Hatchback,2021,Cork,5,Red,2,Apr-2023,Jul-2025,http://www.cars.ie/used-cars/SKODA-KAMIQ-2021-Cork-1736300
334,FORD FOCUS,"€18,995",FORD,FOCUS,1.5,Diesel,"76,836",Manual,Saloon,2018,Cork,4,Grey,1,Jun-2023,Jul-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2018-Cork-1736299
335,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"67,753",Manual,Estate,2019,Donegal,5,Grey,2,Jun-2023,Jun-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2019-Donegal-1736298
336,BMW X5,POA,BMW,X5,3.0,Petrol,"3,999",Automatic,Estate,2022,Wexford,4,Black,1,Jan-2023,Apr-2026,http://www.cars.ie/used-cars/BMW-X5-2022-Wexford-1736376
337,BMW X1,"€15,900",BMW,X1,2.0,Diesel,"111,044",Manual,Estate,2014,Dublin,4,Orange,3,Apr-2022,Aug-2024,http://www.cars.ie/used-cars/BMW-X1-2014-Dublin-1736127
338,KIA SPORTAGE,"€29,950",KIA,SPORTAGE,1.6,Diesel,"75,002",Manual,MPV,2020,Westmeath,5,Red,-,Apr-2023,Jan-2024,http://www.cars.ie/used-cars/KIA-SPORTAGE-2020-Westmeath-1736142
339,AUDI A6,"€16,900",AUDI,A6,2.0,Diesel,"169,003",Automatic,Saloon,2014,Dublin,4,Black,2,Sep-2022,Nov-2024,http://www.cars.ie/used-cars/AUDI-A6-2014-Dublin-1736365
340,NISSAN X-TRAIL,"€16,950",NISSAN,X-TRAIL,1.6,Diesel,"141,622",Manual,MPV,2015,Dublin,4,Grey,2,May-2023,May-2023,http://www.cars.ie/used-cars/NISSAN-X-TRAIL-2015-Dublin-1736147
341,VOLVO XC60,"€21,900",VOLVO,XC60,2.0,Diesel,"169,003",Automatic,Estate,2016,Dublin,5,Silver,1,Nov-2022,Aug-2024,http://www.cars.ie/used-cars/VOLVO-XC60-2016-Dublin-1736364
342,BMW 3 SERIES,"€12,900",BMW,3,2.0,Diesel,"112,654",Manual,Saloon,2012,Dublin,4,Black,3,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/BMW-3-SERIES-2012-Dublin-1736192
343,AUDI A8,"€36,900",AUDI,A8,3.0,Diesel,"138,403",Automatic,Saloon,2017,Dublin,4,Black,2,Nov-2022,Jan-2025,http://www.cars.ie/used-cars/AUDI-A8-2017-Dublin-1736453
344,VOLKSWAGEN POLO,"€11,750",VOLKSWAGEN,POLO,1.0,Petrol,"96,560",Manual,Hatchback,2015,Cork,5,White,1,-,Dec-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2015-Cork-1736163
345,OPEL CORSA,"€8,750",OPEL,CORSA,1.2,Petrol,"80,467",Manual,Hatchback,2014,Dublin,4,Red,2,Feb-2023,Jul-2024,http://www.cars.ie/used-cars/OPEL-CORSA-2014-Dublin-1736191
346,LEXUS IS 300 H,"€25,950",LEXUS,IS,2.5,Hybrid,"91,176",Automatic,Saloon,2016,Dublin,4,White,3,Jul-2022,Mar-2024,http://www.cars.ie/used-cars/LEXUS-IS-300-H-2016-Dublin-1736333
347,TOYOTA LANDCRUISER,"€13,900",TOYOTA,LANDCRUISER,3.0,Diesel,"419,009",Manual,Van,2011,Dublin,4,Silver,2,Apr-2023,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-LANDCRUISER-2011-Dublin-1736126
348,VOLKSWAGEN CC,"€9,995",VOLKSWAGEN,CC,2.0,Diesel,"325,087",Manual,Coupe,2012,Galway,4,Grey,1,-,Feb-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-CC-2012-Galway-1736297
349,AUDI A4,"€16,900",AUDI,A4,2.0,Diesel,"136,794",Manual,Saloon,2015,Dublin,4,Black,1,Jan-2023,Aug-2023,http://www.cars.ie/used-cars/AUDI-A4-2015-Dublin-1735983
350,OPEL ASTRA,POA,OPEL,ASTRA,1.0,Petrol,"97,409",Manual,Hatchback,2019,Dublin,5,White,2,Nov-2022,May-2023,http://www.cars.ie/used-cars/OPEL-ASTRA-2019-Dublin-1736052
351,NISSAN MICRA,POA,NISSAN,MICRA,1.2,Petrol,"87,373",Automatic,Hatchback,2019,Dublin,5,Silver,1,Oct-2022,Feb-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Dublin-1736099
352,NISSAN SERENA,POA,NISSAN,SERENA,2.0,Petrol,"87,884",Automatic,MPV,2017,Dublin,5,Silver,1,-,-,http://www.cars.ie/used-cars/NISSAN-SERENA-2017-Dublin-1736100
353,MAXUS DELIVER 9,"€31,405",MAXUS,DELIVER,2.0,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/MAXUS-DELIVER-9-2023-Dublin-1736176
354,TOYOTA YARIS,"€10,395",TOYOTA,YARIS,1.0,Petrol,"73,000",Manual,Hatchback,2013,Cork,4,Green,2,Dec-2022,Feb-2024,http://www.cars.ie/used-cars/TOYOTA-YARIS-2013-Cork-1736181
355,TOYOTA YARIS,POA,TOYOTA,YARIS,1.5,Petrol,"68,527",Manual,Hatchback,2018,Donegal,5,Red,1,-,-,http://www.cars.ie/used-cars/TOYOTA-YARIS-2018-Donegal-1736218
356,MAZDA CX-30,"€36,175",MAZDA,CX-30,2.0,Petrol,0,Manual,SUV,2023,Dublin,5,Red,-,-,-,http://www.cars.ie/used-cars/MAZDA-CX-30-2023-Dublin-1736221
357,PEUGEOT BOXER,POA,PEUGEOT,BOXER,3.0,Diesel,"109,363",Manual,Van,2015,Tipperary,2,White,1,Jul-2022,-,http://www.cars.ie/used-cars/PEUGEOT-BOXER-2015-Tipperary-1736224
